anexo_cat68;segmento;ato_base;item_norma;cest;ncm;descricao;condicao;metodo_base_calculo;iva_st_percentual;iva_st_ajustado_aplicavel;vigencia_inicio;vigencia_fim;status_em_2026_09_21;fonte_oficial;observacao
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;37;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;49.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;38;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;45.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;39;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;40;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;47.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;41;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;67.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;42;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;43;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;44;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;45;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;145.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;46;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;47;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;48;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;49;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;50;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;52;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;79.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;53;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;54;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;66.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;55;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;56;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;57;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;139.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;58;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;51.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;59;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;60;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;112.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;61;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;85.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;62;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;134.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;63;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;179.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;64;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;58.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVII;MATERIAIS_CONSTRUCAO_CONGENERES;Portaria SRE 88/2025;65;;;Usar descrição/CEST/NCM do mesmo item no Anexo XVII da CAT 68 e no Anexo Único da SRE 88/2025.;;IVA_ST;85.0;True;2026-01-01;2028-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-88-de-2025.aspx;
XVIII;FERRAMENTAS;Portaria SRE 78/2025;1;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;77.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;2;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;61.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;3;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;55.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;4;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;43.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;5;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;55.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;6;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;55.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;7;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;52.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;8;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;58.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;9;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;47.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;10;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;62.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;11;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;57.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;12;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;107.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;13;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;54.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;14;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;58.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;15;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;50.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;16;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;61.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;17;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;59.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;18;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;68.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XVIII;FERRAMENTAS;Portaria SRE 78/2025;19;;;Usar descrição/CEST/NCM do item correspondente da SRE 78/2025/CAT 68.;;IVA_ST;71.0;True;2026-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-78-de-2025.aspx;Anexo XVIII da CAT 68 deixa de estar em ST em 01/10/2026.
XXI;MATERIAIS_ELETRICOS;Portaria SRE 86/2024;1;12.001.00;8504;Conforme Anexo Único da SRE 86/2024.;;IVA_ST;58.0;True;2025-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-86-de-2024.aspx;Anexo XXI da CAT 68 deixa de estar em ST em 01/10/2026.
XXI;MATERIAIS_ELETRICOS;Portaria SRE 86/2024;2;12.002.00;8516;Conforme Anexo Único da SRE 86/2024.;;IVA_ST;46.0;True;2025-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-86-de-2024.aspx;Anexo XXI da CAT 68 deixa de estar em ST em 01/10/2026.
XXI;MATERIAIS_ELETRICOS;Portaria SRE 86/2024;3;12.003.00;8535;Conforme Anexo Único da SRE 86/2024.;;IVA_ST;48.0;True;2025-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-86-de-2024.aspx;Anexo XXI da CAT 68 deixa de estar em ST em 01/10/2026.
XXI;MATERIAIS_ELETRICOS;Portaria SRE 86/2024;4;12.004.00;8536;Conforme Anexo Único da SRE 86/2024.;;IVA_ST;50.0;True;2025-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-86-de-2024.aspx;Anexo XXI da CAT 68 deixa de estar em ST em 01/10/2026.
XXI;MATERIAIS_ELETRICOS;Portaria SRE 86/2024;5;12.005.00;8538;Conforme Anexo Único da SRE 86/2024.;;IVA_ST;57.0;True;2025-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-86-de-2024.aspx;Anexo XXI da CAT 68 deixa de estar em ST em 01/10/2026.
XXI;MATERIAIS_ELETRICOS;Portaria SRE 86/2024;6;12.006.00;7413.00.00;Conforme Anexo Único da SRE 86/2024.;;IVA_ST;87.0;True;2025-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-86-de-2024.aspx;Anexo XXI da CAT 68 deixa de estar em ST em 01/10/2026.
XXI;MATERIAIS_ELETRICOS;Portaria SRE 86/2024;7;12.007.00;"8544;7605;7614";Conforme Anexo Único da SRE 86/2024.;;IVA_ST;42.0;True;2025-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-86-de-2024.aspx;Anexo XXI da CAT 68 deixa de estar em ST em 01/10/2026.
XXI;MATERIAIS_ELETRICOS;Portaria SRE 86/2024;8;12.008.00;8546;Conforme Anexo Único da SRE 86/2024.;;IVA_ST;87.0;True;2025-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-86-de-2024.aspx;Anexo XXI da CAT 68 deixa de estar em ST em 01/10/2026.
XXI;MATERIAIS_ELETRICOS;Portaria SRE 86/2024;9;12.009.00;8547;Conforme Anexo Único da SRE 86/2024.;;IVA_ST;65.0;True;2025-01-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-86-de-2024.aspx;Anexo XXI da CAT 68 deixa de estar em ST em 01/10/2026.
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;1;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;38.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;2;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;37.0;True;2026-08-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;Item revogado em 01/10/2026 pela SRE 34/2026.
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;3;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;35.0;True;2026-08-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;Item revogado em 01/10/2026 pela SRE 34/2026.
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;4;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;67.0;True;2026-08-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;Item revogado em 01/10/2026 pela SRE 34/2026.
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;5;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;41.0;True;2026-08-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;Item revogado em 01/10/2026 pela SRE 34/2026.
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;6;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;33.0;True;2026-08-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;Item revogado em 01/10/2026 pela SRE 34/2026.
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;7;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;50.0;True;2026-08-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;Item revogado em 01/10/2026 pela SRE 34/2026.
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;8;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;52.0;True;2026-08-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;Item revogado em 01/10/2026 pela SRE 34/2026.
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;9;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;29.0;True;2026-08-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;Item revogado em 01/10/2026 pela SRE 34/2026.
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;10;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;91.0;True;2026-08-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;Item revogado em 01/10/2026 pela SRE 34/2026.
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;11;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;38.0;True;2026-08-01;2026-09-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;Item revogado em 01/10/2026 pela SRE 34/2026.
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;12;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;22.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;13;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;20.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
XXII;ELETRONICOS_ELETROELETRONICOS_ELETRODOMESTICOS;Portaria SRE 32/2026;14;;;Usar CEST/NCM/descrição do item correspondente do Anexo Único da SRE 32/2026.;;IVA_ST;30.0;True;2026-08-01;2029-04-30;ATIVO_NA_DATA_REFERENCIA;https://legislacao.fazenda.sp.gov.br/Paginas/Portaria-SRE-32-de-2026.aspx;
